name	type	taxonid	kingdom	phylum	class	order	family	genus	species
B01554_Candidatus Kinetoplastibacterium desouzaii	rRNA_5S	994692	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Kinetoplastibacterium	NA
B01555_Arcobacter nitrofigilis	rRNA_5S	28199	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	NA
B01556_Bordetella petrii	rRNA_5S	94624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	NA
B01557_Magnetococcus marinus	rRNA_5S	1124597	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	NA
B01558_Paenibacillus polymyxa	rRNA_5S	1406	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
B01559_Colwellia psychrerythraea	rRNA_5S	28229	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA
B01560_Colwellia psychrerythraea	rRNA_5S	28229	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA
B01561_Chlamydia muridarum	rRNA_5S	83560	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	NA
B01562_Myxococcus stipitatus	rRNA_5S	83455	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	NA
B01563_Denitrovibrio acetiphilus	rRNA_5S	118000	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	NA
B01564_Paenibacillus terrae	rRNA_5S	159743	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
B01565_Mageeibacillus indolicus	rRNA_5S	884684	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	NA
B01566_Lactococcus lactis	rRNA_5S	1358	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA
B01567_Brevibacillus brevis	rRNA_5S	1393	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA
B01568_Enterococcus hirae	rRNA_5S	1354	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
B01569_Frankia alni	rRNA_5S	1859	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	NA
B01570_[Clostridium] saccharolyticum	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B01571_Synechococcus sp. CC9902	rRNA_5S	316279	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	NA
B01572_Thermotoga naphthophila	rRNA_5S	93930	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	NA
B01573_Clostridium novyi	rRNA_5S	1542	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
B01574_Aster yellows witches'-broom phytoplasma	rRNA_5S	229545	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	NA
B01575_Chlamydia pneumoniae	rRNA_5S	83558	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	NA
B01576_Buchnera aphidicola	rRNA_5S	9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	NA
B01577_Acinetobacter sp. ADP1	rRNA_5S	62977	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baylyi
B01578_Novosphingobium aromaticivorans	rRNA_5S	48935	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
B01579_Burkholderia glumae	rRNA_5S	337	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA
B01580_Candidatus Pelagibacter sp. IMCC9063	rRNA_5S	1002672	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	NA
B01581_Kangiella koreensis	rRNA_5S	261964	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Kangiella	NA
B01582_Rhodospirillum centenum	rRNA_5S	34018	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	NA
B01583_Campylobacter fetus	rRNA_5S	196	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
B01584_Anabaena cylindrica	rRNA_5S	1165	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	NA
B01585_Dehalogenimonas lykanthroporepellens	rRNA_5S	552810	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	NA
B01586_Lactobacillus delbrueckii	rRNA_5S	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
B01587_Lactobacillus delbrueckii	rRNA_5S	1584	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
B01588_Staphylococcus pseudintermedius	rRNA_5S	283734	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
B01589_Propionibacterium acnes	rRNA_5S	1747	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
B01590_Zymomonas mobilis	rRNA_5S	542	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	NA
B01592_Bacillus sp. JS	rRNA_5S	1127744	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01593_Chromohalobacter salexigens	rRNA_5S	158080	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	NA
B01594_Francisella tularensis	rRNA_5S	263	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	NA
B01595_Helicobacter bizzozeronii	rRNA_5S	56877	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA
B01596_Clostridium acetobutylicum	rRNA_5S	1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
B01597_Thiocystis violascens	rRNA_5S	73141	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	NA
B01598_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01599_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01600_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01601_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01602_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01603_Bacillus cereus	rRNA_5S	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01604_Trichormus azollae	rRNA_5S	1164	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	NA
B01605_Pseudomonas sp. UW4	rRNA_5S	1207075	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
B01607_Caulobacter vibrioides	rRNA_5S	155892	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
B01608_Clostridium saccharoperbutylacetonicum	rRNA_5S	36745	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
B01609_Methylophaga nitratireducenticrescens	rRNA_5S	754476	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	NA
B01610_Bacillus toyonensis	rRNA_5S	155322	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01611_Bacillus toyonensis	rRNA_5S	155322	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01612_Bacillus toyonensis	rRNA_5S	155322	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01613_Borrelia garinii	rRNA_5S	29519	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	NA
B01614_Corallococcus coralloides	rRNA_5S	184914	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	NA
B01615_Enterobacter aerogenes	rRNA_5S	548	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA
B01616_Cyanothece sp. PCC 8801	rRNA_5S	41431	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Rippkaea	Rippkaea orientalis
B01617_Shewanella frigidimarina	rRNA_5S	56812	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA
B01618_Desulfohalobium retbaense	rRNA_5S	45663	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	NA
B01619_Geobacillus kaustophilus	rRNA_5S	1462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
B01620_Geobacillus kaustophilus	rRNA_5S	1462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
B01621_Geobacillus kaustophilus	rRNA_5S	1462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
B01622_Geobacillus kaustophilus	rRNA_5S	1462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
B01623_Sphaerochaeta coccoides	rRNA_5S	273376	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	NA
B01624_Carnobacterium maltaromaticum	rRNA_5S	2751	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA
B01625_[Clostridium] stercorarium	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B01626_Candidatus Pelagibacter ubique	rRNA_5S	198252	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	NA
B01627_Halorhodospira halophila	rRNA_5S	1053	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	NA
B01628_Xylella fastidiosa	rRNA_5S	2371	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	NA
B01629_Serratia sp. AS12	rRNA_5S	768490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA
B01630_Megamonas hypermegale	rRNA_5S	158847	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	NA
B01631_Pandoraea pnomenusa	rRNA_5S	93220	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	NA
B01632_Rhizobium tropici	rRNA_5S	398	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	NA
B01633_Klebsiella oxytoca	rRNA_5S	571	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA
B01634_Shigella sonnei	rRNA_5S	624	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	NA
B01635_Staphylococcus haemolyticus	rRNA_5S	1283	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
B01636_Staphylococcus haemolyticus	rRNA_5S	1283	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
B01637_Prochlorococcus marinus	rRNA_5S	1219	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	NA
B01638_Streptomyces davawensis	rRNA_5S	348043	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
B01639_Streptomyces davawensis	rRNA_5S	348043	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
B01640_Rahnella aquatilis	rRNA_5S	34038	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
B01641_Rahnella aquatilis	rRNA_5S	34038	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
B01642_Rickettsia canadensis	rRNA_5S	788	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
B01643_Sphingomonas sp. MM-1	rRNA_5S	745310	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
B01644_Mycoplasma hominis	rRNA_5S	2098	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
B01645_Streptococcus pseudopneumoniae	rRNA_5S	257758	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
B01646_Sorangium cellulosum	rRNA_5S	56	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	NA
B01647_Shewanella halifaxensis	rRNA_5S	271098	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA
B01648_Pseudovibrio sp. FO-BEG1	rRNA_5S	911045	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	NA
B01649_Agrobacterium fabrum	rRNA_5S	1176649	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	NA
B01650_Desulfurobacterium thermolithotrophum	rRNA_5S	64160	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	NA
B01651_Cellvibrio japonicus	rRNA_5S	155077	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA
B01652_Streptomyces pratensis	rRNA_5S	1169025	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
B01653_Aminobacterium colombiense	rRNA_5S	81468	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium	NA
B01654_Desulfovibrio desulfuricans	rRNA_5S	876	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
B01655_Pseudomonas fulva	rRNA_5S	47880	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
B01658_Aeromonas hydrophila	rRNA_5S	644	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA
B01659_Nitrosomonas sp. AL212	rRNA_5S	153948	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	NA
B01660_Leuconostoc sp. C2	rRNA_5S	979982	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA
B01661_Burkholderia pseudomallei	rRNA_5S	28450	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA
B01662_Pectobacterium atrosepticum	rRNA_5S	29471	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	NA
B01663_Pectobacterium atrosepticum	rRNA_5S	29471	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	NA
B01664_Synechococcus sp. WH 7803	rRNA_5S	32051	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	NA
B01665_uncultured Termite group 1 bacterium	rRNA_5S	167965	Bacteria	Elusimicrobia	NA	NA	NA	NA	NA
B01666_Treponema azotonutricium	rRNA_5S	150829	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
B01667_Streptococcus macedonicus	rRNA_5S	59310	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
B01668_Legionella pneumophila	rRNA_5S	446	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
B01669_Campylobacter hominis	rRNA_5S	76517	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
B01670_Nostoc sp. PCC 7120	rRNA_5S	103690	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	NA
B01671_Kitasatospora setae	rRNA_5S	2066	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	NA
B01672_Kitasatospora setae	rRNA_5S	2066	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	NA
B01673_Halobacillus halophilus	rRNA_5S	1570	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	NA
B01674_Ochrobactrum anthropi	rRNA_5S	529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	NA
B01675_Serratia sp. AS13	rRNA_5S	768493	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA
B01676_Pantoea ananatis	rRNA_5S	553	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA
B01677_Sinorhizobium fredii	rRNA_5S	380	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	NA
B01678_Blattabacterium sp. (Blatta orientalis)	rRNA_5S	367806	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	NA
B01679_Lactobacillus acidophilus	rRNA_5S	1579	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
B01680_Sinorhizobium fredii	rRNA_5S	380	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	NA
B01681_Candidatus Portiera aleyrodidarum	rRNA_5S	91844	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	NA
B01682_Rickettsia rickettsii	rRNA_5S	783	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
B01683_Lactobacillus rhamnosus	rRNA_5S	47715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
B01684_Bacillus thuringiensis	rRNA_5S	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01685_Bacillus thuringiensis	rRNA_5S	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01686_Bacillus thuringiensis	rRNA_5S	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01687_Bacillus thuringiensis	rRNA_5S	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
B01688_Leuconostoc carnosum	rRNA_5S	1252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA
B01689_Meiothermus ruber	rRNA_5S	277	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	NA
B01690_Taylorella asinigenitalis	rRNA_5S	84590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	NA
B01691_Bradyrhizobium diazoefficiens	rRNA_5S	1355477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA
B01692_Edwardsiella ictaluri	rRNA_5S	67780	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	NA
B01693_Edwardsiella ictaluri	rRNA_5S	67780	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	NA
B01694_Staphylococcus pasteuri	rRNA_5S	45972	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
B01695_Bartonella clarridgeiae	rRNA_5S	56426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA
B01696_Glaciecola nitratireducens	rRNA_5S	300231	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	NA
B01697_Ruminococcus albus	rRNA_5S	1264	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
B01698_Syntrophothermus lipocalidus	rRNA_5S	86170	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	NA
B01699_Burkholderia sp. CCGE1001	rRNA_5S	640510	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA
B01700_Francisella philomiragia	rRNA_5S	28110	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	NA
B01701_Leptospira biflexa	rRNA_5S	172	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	NA
B01702_Deinococcus radiodurans	rRNA_5S	1299	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
B01703_Acidithiobacillus caldus	rRNA_5S	33059	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
B01704_Haemophilus influenzae	rRNA_5S	727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
B01705_Haemophilus influenzae	rRNA_5S	727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
B01706_Francisella sp. TX077308	rRNA_5S	NA	NA	NA	NA	NA	NA	NA	NA
B01707_Spiroplasma chrysopicola	rRNA_5S	216933	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	NA
B01708_Chlorobium phaeovibrioides	rRNA_5S	1094	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	NA
B01709_Blattabacterium sp. (Blaberus giganteus)	rRNA_5S	1186051	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	NA
B01710_Serratia liquefaciens	rRNA_5S	614	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA
B01711_Natranaerobius thermophilus	rRNA_5S	375929	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	NA
B01712_Bordetella bronchiseptica	rRNA_5S	518	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	NA
B01713_Nitrosococcus oceani	rRNA_5S	1229	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	NA
B01714_Oligotropha carboxidovorans	rRNA_5S	40137	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	NA
B01715_Bradyrhizobium sp. S23321	rRNA_5S	335659	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA
B01716_Pectobacterium wasabiae	rRNA_5S	55208	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	NA
B01717_Magnetospirillum gryphiswaldense	rRNA_5S	55518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	NA
B01718_Blattabacterium sp. (Nauphoeta cinerea)	rRNA_5S	1316444	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	NA
B01719_Streptomyces sp. SirexAA-E	rRNA_5S	862751	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
B01720_Thermus oshimai	rRNA_5S	56957	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	NA
B01721_Verminephrobacter eiseniae	rRNA_5S	364317	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	NA
B01722_Candidatus Zinderia insecticola	rRNA_5S	884215	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus Zinderia	NA
B01723_Ehrlichia muris	rRNA_5S	35795	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	NA
B01724_Cupriavidus necator	rRNA_5S	106590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
B01725_Thiomonas intermedia	rRNA_5S	926	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	NA
B01726_Thermotoga sp. RQ2	rRNA_5S	126740	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	NA
B01727_Histophilus somni	rRNA_5S	731	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	NA
B01728_Psychromonas ingrahamii	rRNA_5S	357794	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	NA
B01729_Erythrobacter litoralis	rRNA_5S	39960	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	NA
B01730_Gloeocapsa sp. PCC 7428	rRNA_5S	1173026	Bacteria	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Gloeocapsa	NA
B01731_Achromobacter xylosoxidans	rRNA_5S	85698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA
B01732_Rhodopirellula baltica	rRNA_5S	265606	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	NA
B01733_Pseudomonas stutzeri	rRNA_5S	316	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
B01734_Marinobacter hydrocarbonoclasticus	rRNA_5S	2743	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	NA
B01735_Terriglobus roseus	rRNA_5S	392734	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	NA
B01736_Staphylococcus argenteus	rRNA_5S	985002	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
B01737_Streptomyces venezuelae	rRNA_5S	54571	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
